ID,Title,Audio Link,Poster Link,Movie Name,Singers,Music Director,Mood,Tags,Downloads,Created At
4a7460b6-14d7-46f2-b2b6-2fa7bcfc7016,"Jab Tak",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/jab-tak-jab-tak-m-s-dhoni-the-untold-story-vocal-1771015958872.mp3,https://image.tmdb.org/t/p/w342/lUpMckVHaB55YJ3SMK0arwxKmCt.jpg,"M.S. Dhoni: The Untold Story","Armaan Malik","Amaal Mallik, Rochak Kohli",,"Love, Vocal, Male",0,2026-02-13T20:52:42.48528+00:00
4a89f6ef-dcc0-4a61-9dd8-f466a07d10e5,"Mere Rote Hai Naina",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/mere-rote-hai-naina-mere-rote-hai-naina-mere-rote-hai-naina-vocal-1771059427599.mp3,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/0e/f7/3a/0ef73a63-fb5c-c6d2-a734-ee2b0be0225c/199538869156.jpg/600x600bb.jpg,"Mere Rote Hai Naina","Shahid Ali Khan","",,"Vocal, Male",0,2026-02-14T08:57:11.40728+00:00
4b10b1e5-ffcf-4cec-a999-63a235c11133,"Karthigai villakku",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/karthigai-villakku-murugan-vocal-1770918494676.mp3,https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/deities/auto_murugan.png,"Murugan","","",,"Devotional, Vocal, Male",0,2026-02-12T17:48:24.979736+00:00
4b489dc3-c201-4b4f-8e00-2939b30c1c21,"Diamonds",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/diamonds-ayan-instrumental-1771237895784.mp3,https://image.tmdb.org/t/p/w342/49UwEe5U1GuRC6W7difviwCgde2.jpg,"Ayan","","Harris Jayaraj",,"Mass, Instrumental, Violin",0,2026-02-16T10:34:34.754115+00:00
4bf55079-739f-41af-b5b8-c993669bd08c,"Teena Teena",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/teena-teena-teena-teena-teena-teena-vocal-1770964843166.mp3,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/a4/cd/8e/a4cd8e58-3860-7f45-6800-989b720034f0/198704164088_Cover.jpg/600x600bb.jpg,"Teena Teena","A H Kaashif, Bharath K Rajesh, Amina Rafiq","",,"Vocal, Male",0,2026-02-13T06:40:47.412415+00:00
4c4838a3-b6af-47cd-91b3-94ec52bbda0b,"Bloody mary",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/bloody-mary-bloody-mary-born-this-way-vocal-1770828804103.mp3,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/53/00/7f/53007fa9-9b02-1fdb-290a-b0ca791a8c98/11UMGIM12477.rgb.jpg/600x600bb.jpg,"Born This Way","Lady Gaga","Lady Gaga",,"Mass, Vocal, Female",0,2026-02-11T16:53:45.106135+00:00
4c6e4013-9f48-4a9d-afeb-87def2048567,"Damaru Damaru",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/damaru-damaru-damaru-damaru-kaayal-vocal-1771067329306.mp3,https://image.tmdb.org/t/p/w342/2s68KJY86yKZM0S2UjqJ7Cele85.jpg,"Kaayal","Sinduri Vishal, Dhamayanthi & Justin Khenaniah","Justin Khenaniah",,"Vocal, Male",0,2026-02-14T11:08:52.625471+00:00
4c8af127-adee-4994-b1ec-60ba73d6afa6,"October beat",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/october-beat-october-beat-october-beat-instrumental-1771417160558.mp3,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/80/c2/d2/80c2d23f-1751-3739-a5a4-4397849bea62/5063292080575_cover.jpg/600x600bb.jpg,"October beat","","",,"Instrumental, Keyboard, Guitar, Piano",0,2026-02-18T12:19:25.0697+00:00
4d35ca48-9866-4d7b-9b09-63021e7632be," Medhuvaga Medhuvaga",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/medhuvaga-medhuvaga-medhuvaga-medhuvaga-naane-ennul-illai-vocal-1771049433450.mp3,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/7a/70/1f/7a701f01-2737-135f-23cb-300f7483b6b2/889176981623.jpg/600x600bb.jpg,"Naane Ennul Illai","Karthik, Chinmayi Sripada","Amresh Ganesh",,"Love, Vocal, Male",0,2026-02-14T06:10:36.26072+00:00
4eeeee67-fc10-4eca-9cb6-c9d985830fb9,"Chikka Lakka Chikka",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/chikka-lakka-chikka-chikka-lakka-chikka-chikka-lakka-chikka-vocal-1770975047878.mp3,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/b2/30/05/b23005c1-17d5-59a2-25b9-f13a1935d00b/196872484069.jpg/600x600bb.jpg,"Chikka Lakka Chikka","Santhosh Dhayanidhi, Sachu Madrasi","Santhosh Dhayanidhi",,"Vocal, Male, Mass",0,2026-02-13T09:30:52.179745+00:00
4efd3419-9e3a-47a3-9d24-3987bb07332e,"Nanbiye",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/nanbiye-nanbiye-teddy-vocal-1770899673947.mp3,https://image.tmdb.org/t/p/w342/cy9UzsNLgCFcmNdrooO5c4D2eF1.jpg,"Teddy","Anirudh Ravichander & D. Imman","D. Imman",,"Motivational, Vocal, Male",0,2026-02-12T12:37:29.336869+00:00
4f378c13-efb6-4b7a-8c47-5b100654608d,"Goron Ne Ki Hai Badi",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/goron-ne-ki-hai-badi-thangalaan-vocal-1771158897858.mp3,https://image.tmdb.org/t/p/w342/dAci50FwevkdWIUzQWpdz7kSKHe.jpg,"Thangalaan","G. V. Prakash Kumar, Roshan NC","G. V. Prakash Kumar",,"Mass, Vocal, Male",0,2026-02-15T12:35:03.770936+00:00
4fa64ee1-ca8f-44a4-8e5b-fe48b05da223,"Jilloma",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/jilloma-middle-class-vocal-1770834408839.mp3,https://image.tmdb.org/t/p/w342/3cn1eQq4xhax9OBLxfyraCizGAp.jpg,"Middle Class","Pranav Muniraj, Kapil Kapilan","Pranav Muniraj",,"Funny, Vocal, Male",0,2026-02-11T18:41:23.09632+00:00
50228285-2a3e-4078-b7df-f7c1767ee622,"Karuppu Car",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/karuppu-car-karuppu-car-karuppu-car-vocal-1770883432460.mp3,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/de/62/dc/de62dc53-3034-7848-02b2-7e68cf07641b/cover.jpg/600x600bb.jpg,"Karuppu Car","Asal Kolaar, Bank Rolls Young, RXZOR, Khonsabeats","Asal Kolaar",,"Vocal, Male",0,2026-02-12T08:03:56.297897+00:00
50241695-6e3d-439e-ab97-242515d7aec5,"Nethu Adicha Sarakku",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/nethu-adicha-sarakku-nethu-adicha-sarakku-nethu-adicha-sarakku-vocal-1770963332418.mp3,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/08/50/a8/0850a882-ab2c-d268-2195-173ca1a3c260/859791094909_cover.jpg/600x600bb.jpg,"Nethu Adicha Sarakku","Selojan, Ratty Adhiththan","",,"Vocal, Male, Love",0,2026-02-13T06:15:36.359673+00:00
50e32eb5-a275-4b3a-a45b-06c04563a2cc,"Onnu Rendu Rap - International",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/onnu-rendu-rap-international-international-vocal-1770879851202.mp3,https://is1-ssl.mzstatic.com/image/thumb/Music/72/5b/84/mzi.cpvzvkqh.jpg/600x600bb.jpg,"International","Hiphop Tamizha","HipHop Tamizha Adhi",,"Motivational, Vocal, Male",0,2026-02-12T07:04:15.003545+00:00
50e49e7e-424c-472b-a527-76c45c824b46,"Anda Bata Paratha",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/anda-bata-paratha-anda-bata-paratha-salaam-venky-vocal-1771181104679.mp3,https://image.tmdb.org/t/p/w342/mAuD8aAiTK6U4xOnoqSHgZPcwbM.jpg,"Salaam Venky","Mithoon, Benny Dayal, Aditi Singh Sharma","Mithoon Sharma",,"Vocal, Duet",0,2026-02-15T18:45:08.86193+00:00
517e6359-777e-4525-a3fa-76ca7e78ad08,"Aao Killelle",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/aao-killelle-aao-killelle-aao-killelle-vocal-1770883737438.mp3,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/10/80/6c/10806c08-d5b6-94e9-0181-4bc60ccce883/196922962189_Cover.jpg/600x600bb.jpg,"Aao Killelle","Pravin Mani, Anirudh Ravichander, Vaishali Sriprathap","Pravin Mani",,"Vocal, Duet",0,2026-02-12T08:09:00.91293+00:00
51a63a80-37f4-4b73-bc56-58babc65d1de,"Osarattum - Osarattum Pathu Thala",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/osarattum-osarattum-pathu-thala-pathu-thala-1771177634116.mp3,https://image.tmdb.org/t/p/w342/rNI3Y4mfsOUpQidwBtZj9EjwImb.jpg,"Pathu Thala","A.R. Rahman, Deepthi Suresh, Sreekanth Hariharan & Sathyaprakash","A.R. Rahman",,"Mass, Intro",2,2026-02-15T17:47:21.448383+00:00
51c91cf3-b828-4b3e-b9c5-11dd9cef3cbb,"Mankatha - BGM - Instrumental",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/mankatha-bgm-instrumental-1768518939641.mp3,/tZnDKJyUYfZKKPfBgVheU9vKlUo.jpg,"Mankatha","","Yuvan Shankar Raja",,"Mass, BGM, Instrumental",26,2026-01-15T23:15:42.010228+00:00
51e6305a-f5f2-4809-8464-dfec44f0ee2a,"Temple fight",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/temple-fight-gatta-kusthi-instrumental-1771010008162.mp3,https://image.tmdb.org/t/p/w342/gkKA5pR0Nm0xoqnbfGds7sPdQ4X.jpg,"Gatta Kusthi","","Justin Prabhakaran",,"Mass, Instrumental, Keyboard",2,2026-02-13T19:13:41.641615+00:00
51f135d0-22a2-45a6-b3db-74172fbc245e,"Chanda Mama",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/chanda-mama-chanda-mama-bheed-vocal-1771175806972.mp3,https://image.tmdb.org/t/p/w342/sJ3uHEY9LLP0BpdPy0KlJzYnmkv.jpg,"Bheed","Romy & Anurag Saikia","Mangesh Dhakade, Anurag Saikia",,"Vocal, Duet",0,2026-02-15T17:16:54.004538+00:00
521f5bae-b599-45d5-b629-896fcbedd04c,"Unna Pethavan",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/unna-pethavan-unna-pethavan-unna-pethavan-vocal-1770958058488.mp3,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/a7/84/7f/a7847fd5-a8de-c891-6d82-f3c32221fe9f/65112.jpg/600x600bb.jpg,"Unna Pethavan","Johan Anthony","Johan Anthony",,"Vocal, Male",0,2026-02-13T04:47:42.019267+00:00
524789eb-e5ec-4da8-811f-da10966b7472,"Endrendrum punnagai",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/endrendrum-punnagai-endrendrum-punnagai-alaipayuthey-bgm-vocal-1771122251100.mp3,https://image.tmdb.org/t/p/w342/rnN492zNPK5zvXvDQILm0KRLwD4.jpg,"Alaipayuthey","Srinivas, Clinton, Praveen & L. Shankar","A.R. Rahman",,"BGM, Vocal, Male",2,2026-02-15T02:24:20.635937+00:00
528c224a-58d1-4798-a3aa-ea67eb1df866,"Thegidi romance ",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/thegidi-romance-thegidi-bgm-1771249660271.mp3,https://image.tmdb.org/t/p/w342/4qgRM6XOk0cNVdeeNAHLbjhKdJ3.jpg,"Thegidi","","Nivas Prasanna",,"Love, Cover, BGM",1,2026-02-16T13:47:45.059595+00:00
52bff127-c203-4be9-bb53-8da9d7e4d757,"Is it still over - Is It Still Over?",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/is-it-still-over-is-it-still-over-old-8x10-vocal-1770827370147.mp3,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/40/52/34/4052345d-88e3-d43d-d1de-133a0afec16d/mzi.rhktlcbh.jpg/600x600bb.jpg,"Old 8X10","Randy Travis","Randy Travis",,"Funny, Vocal, Male",0,2026-02-11T16:29:34.273471+00:00
52fcbd51-a313-48a4-8895-9eaf7806b03f,"Kadhal Universe",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/kadhal-universe-kadhal-universe-kadhal-universe-vocal-1770883884444.mp3,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/d9/ca/a2/d9caa25e-9eb5-a85d-5187-1d3688dfcaa5/cover.jpg/600x600bb.jpg,"Kadhal Universe","Pravin Mani, Haricharan","Pravin Mani",,"Vocal, Male",0,2026-02-12T08:11:27.83436+00:00
530f8b4b-8dd2-4715-8191-39fdc3fc19f4,"La La Heartu Nikkala",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/la-la-heartu-nikkala-la-la-heartu-nikkala-la-la-heartu-nikkala-vocal-1770887674087.mp3,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/76/31/8c/76318c48-f276-b60e-71f6-03cb04bc3244/196922689437_Cover.jpg/600x600bb.jpg,"La La Heartu Nikkala","Harsha Vardhan, K. Sivaangi","Harsha Vardhan",,"Drums, Love, Vocal, Duet",0,2026-02-12T09:14:37.773042+00:00
5352c46f-874f-4ba6-9666-3dec39ffcf7c,"Karuppu gets the best coach",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/karuppu-gets-the-best-coach-aadukalam-instrumental-1770987695521.mp3,https://image.tmdb.org/t/p/w342/osU8Egxu2xhS6RwkxDbfOMYjZZ2.jpg,"Aadukalam","G V Prakash ","G. V. Prakash Kumar",,"Mass, Instrumental, Guitar",0,2026-02-13T13:01:40.357931+00:00
53b1a336-6d6d-4467-a25f-be93a44535ac,"Character Dheela 2.0",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/character-dheela-2-0-character-dheela-2-0-shehzada-vocal-1771177962080.mp3,https://image.tmdb.org/t/p/w342/rcKbsGBZCwDs1sVXNkGHqEVLzQW.jpg,"Shehzada","Pritam, Neeraj Shridhar, Amitabh Bhattacharya & Ashish Pandit","Julius Packiam, Pritam Chakraborty",,"Vocal, Duet",0,2026-02-15T17:52:48.376275+00:00
53c90243-7328-41db-86fa-9891a7e909b4,"Inside You",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/inside-you-inside-you-inside-you-instrumental-bgm-1771417276109.mp3,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/b1/7e/0f/b17e0f1f-3f53-7f52-bdc3-1f98564a592b/4547366489545.jpg/600x600bb.jpg,"Inside You","","",,"Instrumental, BGM, Guitar, Piano, Drums, Keyboard",0,2026-02-18T12:21:20.640175+00:00
53d61124-608b-4774-8269-1bb79839a2e3,"Aruge Nee - Oh Shala Oh Shala",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/aruge-nee-oh-shala-oh-shala-kaadhal-solla-vandhen-vocal-1771049186394.mp3,https://image.tmdb.org/t/p/w342/m1Bqfq19uWQ89e431RQWgCbpfJX.jpg,"Kaadhal Solla Vandhen","Yuvan Shankar Raja","Yuvan Shankar Raja",,"Love, Vocal, Male",0,2026-02-14T06:06:29.957176+00:00
53dfb661-b472-4e07-8ac2-26a6625706ce,"Manzile - Sunn Raha Hai",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/manzile-sunn-raha-hai-aashiqui-2-vocal-1770829876353.mp3,https://image.tmdb.org/t/p/w342/lMblq8xcQIRRIVdaMg1XC283gU0.jpg,"Aashiqui 2","Ankit Tiwari","Jeet Gannguli, Ankit Tiwari, Mithoon Sharma",,"Love, Vocal, Male",0,2026-02-11T17:25:50.134802+00:00
5403eaba-eb80-4fb3-b03f-96cea170b407,"Mustafaa Mustafaa",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/mustafaa-mustafaa-mustafaa-mustafaa-kadhal-desam-vocal-1770899426051.mp3,https://image.tmdb.org/t/p/w342/uHxsoJuYnmH3owTCyVhwNpsLWMR.jpg,"Kadhal Desam","A.R. Rahman","A.R. Rahman",,"Motivational, Vocal, Male",1,2026-02-12T12:33:19.48102+00:00
5433d7b1-d294-4eed-854a-035e0b16c5b4,"Revenge of The Joker Theme",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/revenge-of-the-joker-theme-balloon-bgm-instrumental-1771050022177.mp3,https://image.tmdb.org/t/p/w342/n5KaMOCCwm4wrEbOpyNAdYg10XH.jpg,"Balloon","Yuvan Shankar Raja","Yuvan Shankar Raja",,"BGM, Instrumental, Flute",0,2026-02-14T06:20:25.747709+00:00
544646c9-f68a-409e-9ab7-cff232989d69,"Varukuratha Porikuratha",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/varukuratha-porikuratha-varukuratha-porikuratha-varukuratha-porikuratha-vocal-1770974635483.mp3,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/39/2e/c3/392ec3bf-7763-58f8-c3e8-0cf2145d3779/25UM1IM35438.rgb.jpg/600x600bb.jpg,"Varukuratha Porikuratha","Dharan Kumar, Pooja Shankar, Junior Nithya","Dharan Kumar",,"Vocal, Male",0,2026-02-13T09:24:01.093449+00:00
547ac42a-9cc4-485a-b6d2-c561ba413576,"Scene  - Scene Ah Scene Ah",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/scene-scene-ah-scene-ah-maaveeran-1771007477552.mp3,https://image.tmdb.org/t/p/w342/gl3AeCuuFDsjhN4rKKFQ9O8mzrC.jpg,"Maaveeran","Anirudh Ravichander, Bharath Sankar, Kabilan & CM Lokesh","Bharath Shankar",,"Mass, Intro",0,2026-02-13T18:31:22.849296+00:00
552bb965-6472-4d71-b6f3-78fa3efd7c4d,"Lal salam BGM ",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/lal-salam-bgm-lal-salaam-1771007183360.mp3,https://image.tmdb.org/t/p/w342/65n64KT32r638HD8WS0mGL0vSGc.jpg,"Lal Salaam","","A.R. Rahman",,"BGM, Intro",0,2026-02-13T18:26:31.868811+00:00
555c0c84-afbd-448b-8131-1a4d0a934112,"Aye Pulla",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/aye-pulla-aye-pulla-aye-pulla-vocal-1770884888407.mp3,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/19/94/38/1994388b-1878-9331-4f40-739b774e53f0/cover.jpg/600x600bb.jpg,"Aye Pulla","Kiran Surath, Anthony Dassan","Kiran Surath",,"Vocal, Male",0,2026-02-12T08:28:14.136755+00:00
5627be44-142b-45ad-8721-c1d27aae17dd,"Qismat Badal Di",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/qismat-badal-di-qismat-badal-di-yodha-vocal-1771172381384.mp3,https://image.tmdb.org/t/p/w342/rkCRwuWgrkGTya4vLqwFugwSqeh.jpg,"Yodha","Ammy Virk, B Praak, Jaani, Aditya Dev","Shantanu Moitra, Inder Bawra, Sunny Bawra",,"Love, Vocal, Male",0,2026-02-15T16:19:47.369947+00:00
5650f08d-d550-4cfd-92a1-a0431af0f3e3,"aadat - Aaj Ro Len De",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/aadat-aaj-ro-len-de-1920-london-vocal-1770654520493.mp3,https://image.tmdb.org/t/p/w342/rs4RBiOX8qoUG5bw1SlGFuzUYws.jpg,"1920 London","Sharib Sabri","Shaarib-Toshi",,"Love, Vocal, Male",0,2026-02-09T16:28:46.20342+00:00
565c5265-e378-4131-95c5-a01aa72d659d,"Tod Diya Dil Mera",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/tod-diya-dil-mera-tod-diya-dil-mera-tod-diya-dil-mera-vocal-1771060114674.mp3,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/75/21/48/752148ec-0d28-1071-58e1-5731d20558f3/191773323363.jpg/600x600bb.jpg,"Tod Diya Dil Mera","	Shahid Ali Khan","",,"Vocal, Male",0,2026-02-14T09:08:38.682715+00:00
56f056e2-ab22-46e7-ace0-2f2378e2498c,"Faded",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/faded-faded-faded-instrumental-1770487509492.mp3,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/0d/a3/1a/0da31af7-d0ff-9bee-c427-1b6d0336f6fc/886446321981.jpg/600x600bb.jpg,"Faded","Alan Walker","Alan Walker",,"Mass, Instrumental, Guitar",0,2026-02-07T18:05:14.649836+00:00
571da5d4-d59d-4cd0-8f89-d51ccb212e32,"Yaar azhaippadhu",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/yaar-azhaippadhu-yaar-azhaippadhu-maara-vocal-1770890660968.mp3,https://image.tmdb.org/t/p/w342/iRseVdrHk4dhmwrYwbtDtxJYwA8.jpg,"Maara","Ghibran & Sid Sriram","Ghibran",,"Love, Vocal, Duet",2,2026-02-12T10:04:24.9475+00:00
578b4ee8-4a9b-4754-86d5-4c2f758a03eb," Achuvellam",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/achuvellam-achuvellam-varunan-vocal-1771332862651.mp3,https://image.tmdb.org/t/p/w342/zYSi9nyG0SP70yF3kB4UJSva5pj.jpg,"Varunan","Bmac Mastamind","Bobo Shashi",,"Vocal, Male, Funny",0,2026-02-17T12:54:26.729009+00:00
578c2ad7-7fbf-4e31-b191-fc25fc0c11fd,"Aa Bhi Jaa",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/aa-bhi-jaa-aa-bhi-jaa-do-aur-do-pyaar-vocal-1771172512781.mp3,https://image.tmdb.org/t/p/w342/2eDWmo69uPMKPzxVY5KKkf8vOMi.jpg,"Do Aur Do Pyaar","When Chai Met Toast","Subhajit Mukherjee",,"Vocal, Male",0,2026-02-15T16:21:58.660972+00:00
57b81749-deed-468a-809b-6958dd260d4f,"Kaise Mujhe-Tum Ho",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/kaise-mujhe-tum-ho-kaise-mujhe-tum-ho-kaise-mujhe-tum-ho-instrumental-1771337361712.mp3,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/3c/df/f1/3cdff1a5-ccf9-af08-371d-0694f783c1b0/8903431646873_cover.jpg/600x600bb.jpg,"Kaise Mujhe-Tum Ho","	Palak Muchhal, Aditya Narayan","",,"Love, Instrumental, Piano, Keyboard",0,2026-02-17T14:09:27.042847+00:00
588849c0-d9fb-48a8-aaf1-efc4506db12f,"violin theme - Kaathalae Kaathalae",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/violin-theme-kaathalae-kaathalae-96-instrumental-1770844454798.mp3,https://image.tmdb.org/t/p/w342/nrVloCa2hCFOztRF1DZU2jnWIiQ.jpg,"96","Govind Vasantha & Chinmayi Sripada","Govindh Vasantha",,"Violin, Instrumental",4,2026-02-11T21:14:17.643135+00:00
58c39752-8f1d-44ee-829a-249c53c48a66,"Oh My Poonthendral",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/oh-my-poonthendral-pa-paandi-1771419614340.mp3,https://image.tmdb.org/t/p/w342/g1J7jWk5gTuvycRANLb171kxsGb.jpg,"Pa Paandi","","Sean Roldan",,"Love, Chorus",0,2026-02-18T13:03:15.146446+00:00
58cdd48b-d084-4dc5-a1a1-682ba4c8ba46,"Aaoge Jab Tum-Jag Soona Soona",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/aaoge-jab-tum-jag-soona-soona-aaoge-jab-tum-jag-soona-soona-aaoge-jab-tum-jag-soona-soona-vocal-1771336516194.mp3,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/5e/67/fb/5e67fb8b-91b5-98e0-3998-854d039370d9/8903431715616_cover.jpg/600x600bb.jpg,"Aaoge Jab Tum-Jag Soona Soona","Nandini Srikar, Akhil Sachdeva","",,"Love, Vocal, Duet",0,2026-02-17T13:55:21.198571+00:00
5911fa19-0ddf-44d0-98b5-1de2e3e7ee20,"Ghar Kab Aaoge - Diljit Dosanjh - Border 2",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/border-main-wapas-aaunga-main-wapas-aaunga-ghar-kab-aaoge-diljit-dosanjh-border-2-1769415459453.mp3,https://image.tmdb.org/t/p/w342/k4csqmc1Xy6akQKUQubXxrpoQj3.jpg,"Border","","",,"",0,2026-01-26T08:17:43.307014+00:00
5969a109-63ea-4b02-956f-9fe1d2e8075e,"Rayappans death ",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/rayappans-death-bigil-instrumental-1770966156720.mp3,https://image.tmdb.org/t/p/w342/s4Yi1RbMyyN3hH2hElwvluP2rOG.jpg,"Bigil","AR RAHMAN ","A.R. Rahman",,"Sad, Instrumental, Flute",0,2026-02-13T07:02:40.132377+00:00
597820a4-d6f2-4c7e-ab99-705d88f5387e,"Teri Meri-Phir Se",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/teri-meri-phir-se-teri-meri-phir-se-teri-meri-phir-se-vocal-1771336954812.mp3,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/2e/06/d2/2e06d248-b34e-6b76-5496-ab04688e742c/8903431736017_cover.jpg/600x600bb.jpg,"Teri Meri-Phir Se","Amruta Fadnavis, B Praak","",,"Love, Vocal, Female",0,2026-02-17T14:02:40.408336+00:00
5a3c4ac1-3ded-4fac-a9dc-19a47399c81c,"Seemaraja Love BGM",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/seemaraja-love-bgm-seemaraja-instrumental-1770899630307.mp3,https://image.tmdb.org/t/p/w342/ue3uKN8OBj8whyNCFVY3dMKt7f8.jpg,"Seemaraja","D. Imman","D. Imman",,"Love, BGM, Instrumental, Flute",0,2026-02-12T12:36:43.551837+00:00
5a66bb43-6044-40ea-84d1-cddc83e3e54b,"Punnagai mannan theme - Punnagai Mannan Theme Music",https://dfcvrisaejumfpjmalui.supabase.co/storage/v1/object/public/ringtone-files/punnagai-mannan-theme-punnagai-mannan-theme-music-punnagai-mannan-bgm-instrumental-1770982465281.mp3,https://image.tmdb.org/t/p/w342/nHncwZsDLV3w6T9yNKjsjTKRsiR.jpg,"Punnagai Mannan","Ilaiyaraaja","Ilaiyaraaja",,"BGM, Instrumental, Violin",1,2026-02-13T11:34:28.409464+00:00
